"Postcode"
"CB9 9DH"
"CB4 3XJ"
"CB3 0DH"

"WD3 1HH"
"SG8 0RJ"
"CB25 9BL"
"CB25 9BL"
"CB1 2LS"
"CB3 0ND"
"CB30PB"
"CB17SZ"
"CB24 9JL"
"CB2 8PH"
"CB1 2EA"
"CB1 3AQ"
"NR4 7QG"
"CB4 9JU"
"CB24 9JU"
"CB3 9LD"
"CB12NG"
"CB4 1LE"
"PE27 5DE"
"CB21 4PD"
"CB4 3LP"
"CB23 7XT"
"CB8 7JU"
"CB4 2DT"
"CM23 2HS"
"Cb23 5DR"
"SG18 8RW"
"CB4 1PX"
"CB25 0LB"
"CB6 3BB"
"CB1 3SX"
"TW2 5JP"
"CB8 8YG"
"DT10 2EF"
"CB4 3RZ"
"SG7 5RR"
"CB2 1HP"
"CB5 8DT"
"pe19 1jh"
"CB1 8RG"
"CB18NJ"
"CB3 9JH"
"PE29 1LY"
"PE29 1LY"
"SG8 6PS"
"CB6 3WA"
"PE19 5SJ"
"cb25 0la"
"CB25 0LA"
"CB1 2DG"
"PE28 4TD"
"CB22 5AW"
"cb22 3bw"
"CB25 9TA"
"CB4 3AH"
"CB3 0PJ"
"CB2 1ND"
"CB259FA"
"CB1 2HL"
"cb22 5ss"
"CB223XE"
"CB2S"
"CB21 5LU"
"SG8 8PW"
"CB4 3XF"
"SG19 3AU"
"PE13 3TD"
"CB1 2HG"
"CB1 3QT"
"CB1 3QT"
"cb3 ohp"
"CB24 8XW"
"MK42 0FR"
"CB3 0GJ"
"CB1 2PH"
"CM23 2SS"
"CB6 3JD"
"IP28 8LN"
"PE28 5QL"
"CB1 2QG"
"CB3 9JE"
"CB41LQ"
"CM24 8HG"
"NR14 6BG"
"CB5 8QW"
"SG18 8RW"
"CB3 0XV"
"CB2 8DT"
"CB3 0XB"
"CB7 5XR"
"CB1 9JS"
"PE19 1LJ"
"PE19 7SD"
"cb21  5er"
"PE19 1LJ"
"PE19 1LJ"
"CB21 5ER"
"CB4 2AS"
"CB24 8RB"
"CB5 8HT"
"CB24 8TX"
"CB3 7NX"
"CB3 9EE"
"CB5 8HT"
"PE29 1LY"
"CB1 8BG"
"CB1 8BG"
"RG21 5LP"
"CB1 3QR"
"CB24 5UR"
"CB8 9UJ"
"CB1 2EA"
"Sg6 1SX"
"CB7 4DA"
"CB74DA"
"CB25 0BZ"
"CB23 7PP"
"PE19 1LD"
"CB2 5JJ"
"SG8 7AZ"
"NN3 5HL"
"CB4 2JB"
"CB4 2JB"
"CB4 2JB"
"CB7 5UX"
"CB1 8RG"
"SG9 9SQ"
"CB22 5EY"
"CB4 3DL"
"CB28PW"
"CB2 8BY"
"CB1 3AR"
"CB3 9JN"
"CB3 9JN"
"CB3 9JN"
"CB4 3DU"
"ip270el"
"CB11 3BX"
"CB22 3GB"
"CB1 2LG"
"CB1 2LG"
"CB23 1HT"
"CB1 7GX"
"CB13QL"
"CB13AfB"
"CB1 3AF"
"CB1 1LA"
"CB1 3SA"
"CB43XJ"
"CB1 3QZ"
"CB2 8BN"
"SG6 4DD"
"CB3 9AT"
"CB22 5HW"
"CB3 9EE"
"CB3 9EE"
"CB1 2LW"
"SE4 2NE"
"CB4 2EG"
"PE19 5WX"
